Name,URL,Description,Image,,
Kanchi City FM,https://stream.zeno.fm/5axyng2g838uv,"Kanchi City FM is a online radio from Kanchipuram Silk City. We are happy to combine local events and news with entertainment and broadcast live around the world instantly.Listen to the best of Tamil songs Tune to Kanchi internet Tamil radio.,Email: kanchiradio@agriinfomedia.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kanchifm.jpg,,
Radio Tamizha FM,https://ec5.yesstreaming.net:1065/stream,ரேடியோ தமிழா Radio Tamizha FM Tamil online radio live streaming from Sri Lanka. Radio Tamizha FM plays tamil non stop super hits songs 24X7.Listen to Radio Tamizha FM tamil online radio live only on Liveradoios.in,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiotamizhafm.jpg,,
Mukil FM,https://s1.ssl-stream.com/listen/mukil_fm/radio.mp3,"MUKIL FM is the pioneer in Online Tamil Radios. We are Streaming Informative and Motivational Talks, Stories, Audio Books, Audio Series and News in the Genre of Business, Technology, Lifestyle, Education, Agriculture, Political and Cinema to fulfill the information and entertainment needs of the global Tamil audience.Listen to Mukil FM tamil number one radio staton online from Madurai Tamil Nadu..",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mukilfm.jpg,,
Vaanambadi Vaanoli,https://usa9.fastcast4u.com/proxy/vaanambadifm?mp=/1,"Vaanambadi Vaanoli is Tamil Online Radio Service From Sweden.Join With Us To Enjay Unlimited Fun With Tamil Music.Vaanambadi Tamil Radio-24/7 Tamil Online Radio.காற்றலையில் வானம்பாடி தமிழ் எங்கள் உயிர் நாடி.
Listen to Vaanambadi Vaanoli Tamil radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vanambadivaanoli.jpg,,
Tamil Amuthu Mellisai radio,https://stream.zeno.fm/bfh4ywts2f8uv,"Tamil Amuthu Mellisai Radio is a music that gives peace of mind to the mind without rest and a lullaby to the eyes that make you fall asleep.Listen to Tamil Amuthu Melody radio online,நிம்மதி இல்லா மனங்களுக்கு மன அமைதி தரும் இசையாய்,தூக்கம் வரா விழிகளுக்கு தாலாட்டாய் இது தமிழ் அமுது மெல்லிசை வானொலி …. 24 மணி நேரமும் இடைவிடாமல் ….உலகம் முழுவதும் ஒலிக்கும் ஒரே வானொலி தமிழ் அமுது மெல்லிசை வானொலி.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mellisai.jpg,,
Tamil Amuthu Covai Radio,https://stream.zeno.fm/dzxv07vktp8uv," Tamil Amuthu COVAI Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu COVAI radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu COVAI Radio station online.
இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….இது உங்கள் தமிழ் அமுது கோவை வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது கோவை வானொலி….",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kovai.jpg,,
Swiss Tamil Radio,https://usa19.fastcast4u.com/swiss,"Swiss Tamil Radio is a Tamil online radio station playing from Switzerland.It plays your favourite songs podcasts , music and Tamil Shows.Listen to Swiss taml radio online",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/swisstamilradio.png,,
Ullasam FM,https://eu10.fastcast4u.com:6740/stream,"Ullasam FM is Tamil radio station Broadcasting From Tamilnadu, Mannargudi. Listen to your favorite Tamil songs and top Tamil songs. Ullasam FM radio station covers many variety programs broadcasting the best Tamil songs and best shows from your favorite DJs. Listen to Ullasam FM online radio ,வானொலி சொந்தங்களுக்காக இணையத்தில் இடைவிடாத இன்னிசை பாடல்களை வழங்க உங்களுக்காக தொடங்கப்பட்டது நமது உல்லாசம் வானொலி..",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/ullasam-fm.jpg,,
Radio Beat Tamil,https://listen.openstream.co/3372/audio,Radio Beat TamilHD is a Tamil online radio station.It plays the best of Tamil songs in Rdaio format.Radio beat Tamil plays the best of Tamil songs Selected by the top RJ.Listen to radio beat Tamil radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiobeat.jpg,,
Vettri Vaanoli,https://s3.radio.co/sd4f17e0e9/listen,Vettri vaanoli is Tamil Radio broadcasting from UK.Vettri vaanoli radio was started with an aim of creating an International Tamil Media that is available to worldwide Tamil Audience.Vettri vaanoli radio plays Tamil super hits songs from kollywood Tamil Films.Listen to Vettri vaanoli live streaming online radio ,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vettrivaanoli.jpg,,
Radio Mist Ooty,https://stream.zeno.fm/81gn28sbna0uv,Radio Mist is an Tamil online radio station from Ooty Nilgiris.Jolly ah kelunga jillunu irunga .Ooty’s No 1 online Radio.Listen to the most entertaining programs along with information’s which is streamed 24/7 Radio mist is the one and only private online radio in The Nilgiris,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiomistooty.jpg,,
Tamil Comedy Radio,https://cors.bitwize.com.lb/http://live.tamilkuyilradio.com:8035/tamilcomedyradio,"Tamil Comedy Radio Station to contemplate, make life more felicitous and re-energize the day.It plays comedy shows from Tamil movies and other Tamil talk shows.Listen to Tamil Comedy Radio station online.
info@icowboysmedia.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamil-comedy-radio.jpg,,
Tamil Amuthu Life Radio,https://stream.zeno.fm/0x1cks0cup8uv,"Tamil Amuthu Life Radio is WORLD’S FIRST TAMIL RADIO PLAY 24X7 TAMIL SONGS WITH PHILOSOPHY….Tamil Amuthu Life Radio plays Tamil songs along with motivation speeches on Tamil.
உலகின் முதல் தமிழ் வானொலி வாழ்க்கை தத்துவங்களுடன் இனிய பாடல்கள்… உங்கள் செவிகளில் ரிங்காரமிட்டு கொண்டிருப்பது தமிழ் அமுது லைஃப் வானொலி…",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamil-amuthu-life-radio.jpg,,
Malayagam FM,https://malayagamfm.radioca.st/stream,"மலையகத்தின் முதலாவது இணைதள வானொலி சேவை இது. தமிழ் மக்களை இசையால் இணைக்கும் உறவு பாலம். நமக்கான குரல் நம் மண்ணிலிருந்து.மலையக மண்ணில் இருந்து நம்மக்களின், நமக்கான குரலாய் தரணியெங்கும் 24 மணிநேரமும் ஒலிக்கவருகின்றது மலையகம் FM.Malayagam FM online streaming radio online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/malayagamfm.jpg,,
Tamil Amuthu Kovilpatti Radio,https://stream.zeno.fm/4cmhxc3ktp8uv," Tamil Amuthu Kovilpatti Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu Kovilpatti radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu KovilpattiRadio station online.
இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….இது உங்கள் தமிழ் அமுது கோவில்பட்டி வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது கோவில்பட்டி வானொலி….",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kovilpatti.jpg,,
London Tamil Radio,https://eu4.fastcast4u.com/proxy/arun2115?mp=/1,"London Tamil Radio is by First audio a registered independent media production company operating in the UK and EU catering for the South Indian and Asian Market. First Audio Ltd is based in Newham in East London and was established in 1998 as a platform to encourage and cultivate local artists. They operate Ponn Maalai Pozhuthu and London Tamil Radio, which hosts many popular programmes such as London Time, Latchiyam FM, iTamil FM and Sunrise Radio which was the first Tamil Radio to be broadcasted in Europe.Listen to London Tamil Radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/london-tamil-radio.jpg,,
Tamil Amuthu Madurai Radio,https://stream.zeno.fm/utmhndkgtp8uv,"Tamil Amuthu Madurai Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu Madurai radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu Madurai Radio station online.,இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….சங்கம் வைத்து தமிழ் வளர்த்த மதுரையிலும் முதலிடம்…….இது உங்கள் தமிழ் அமுது மதுரை வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது மதுரை வானொலி…. தொடர்ந்தும் இணைந்திருங்கள் இணையத்தின் வழியாக…",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamil-amauthu-madurai.jpg,,
Radio Madurai,https://usa9.fastcast4u.com/proxy/radiomadu?mp=/1,RADIO MADURAI – நம்ம ஊரு தமிழ் ரேடியோ is a Tamil online radio station broadcasting from Madurai Tamil nadu.RADIO MADURAI plays tamil super hit songs and Tamil programmes.It is one of the best radio from south India.Listen to radio madurai online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiomadurai.jpg,,
Muslim Vanoli,https://s2.voscast.com:9357/streamor https://s2.voscast.com:9357/stream,Muslim Vanoli is the No.1 Islamic Tamil Radio Station.listen to Quran quates in Tamil broadcasting from Sri lanka,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/MuslimVanoli.jpg,,
Tamil Murasam,https://tamilmurasam.radioca.st/stream,"தமிழ் முரசம்-உங்கள் முரசம்,நோர்வேயில் முதன்மைத் தமிழ் வானொலி.பொங்கும் தமிழை பொலிவுறச் செய்யும் தமிழ்முரசம்!
Tamil murasam as an online tamil radio sttaion from Norway.Tamil murasam radio plays tamil songs online.Listen to Tamil murasam radio online.
email: tamilmurasam@gmail.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamilmurasam.jpg,,
Hot Now Tamil,https://securestreams8.autopo.st:3020/1,Hot Now Tamil radio is a Tamil online radio station from Hungama live radio.It plays super hit Tamil songs non stop 24/7 online.Listen to the latest super hit songs from Kollywood.Enjoy Tamil songs music on radio only on Hot Now Tamil radio.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/hot-now-tamil.jpg,,
Global FM 92.3,https://ssl.aloncast.com:1598/,?1619267242676,"Global FM 92.3 is established by the founders of JS Mass Entertainment and Deccan 360. Global FM 92.3 is an online Tamil devotional and entertainment, commercial broadcast web-radio online streaming 24/7. Global FM 92.3 allows users to explore the world’s radio stations in real time. Listening of our all songs from Global FM 92.3 to all over the continents like Africa, Asia, North America, South America, Europe, Australia, Antarctica (more than 60 countries worldwide). “Wherever you go, You can play our SONGS at Global FM 92.3” We broadcast all Indian language devotional songs and entertainment songs. Global FM Tamil 92.3 is an commercial radio online broadcasting company providing devotional, entertainment and conservative programming. Listen to your favorite programmes on global FM tamil..",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/globalfm.jpg,
Digial Amudham,https://server.unicast2u.com/radio/8230/stream,"Digial Amudham is a Tamil online radio station playing the latest Tamil hit songs from movies.Listen to Digial Amudham Tamil radio station online.
வானொலியானது இணையவழி சேவையில் 24 மணிநேரம் இயங்கிக்கொண்டிருக்கின்றது. என்றும் எப்போதும் அழகிய தாய் தமிழ் மொழியில் இடைவிடாது இன்னிசை தந்து தமிழ் தாய் சொந்தங்களை மகிழ்விக்கிறது.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Amudham-Radios-Logo-512x512-1.png,,
Thamilar Radio,https://s1.voscast.com:10559/live,இது தமிழர் வானொலி இது உலக தமிழர்களுக்கான சர்வதேச வானொலி.உலகமெங்கும் தமிழர்களுக்காக தமிழர்களால்.Listen to Thamilar Radio It plays suoper hit Tamil songs from kollywood movies.Listen to all tamil hits songs ,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/thamilarradio.jpg,,
Tamil Amuthu Nellai Radio,https://stream.zeno.fm/gdkvpstgtp8uv,"Tamil Amuthu Nellai Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu Nellai radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu Nellai Radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/tamilamuthunellai.jpg,,
Kadhal Amudham,https://server.unicast2u.com/radio/8210/stream,Kadhal Amudham is a Tamil online radio station from Amudham FM Thirvaraur.Listen to the best of Tamil love songs and Tamil romantic movie songs.Listen to Kadhal Amudham Tamil romantic radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Amudham-Radios-Logo-512x512-1.png,,
Sivan Radio,https://sivanradio.radioca.st/stream,Sivan Radio Tamil Is a Tamil hindu devaotional radio station playing songs of of Lord Shiva.Sivan Rdaio plays Playing non stop Sivan’s devotional songs to the Tamil Hindu community around the world.Listen to Sivan Radio to listen to all hindu devotional songs,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sivanradio.jpg,,
Mazhai FM,https://stream.zeno.fm/yu4c9ms3h2zuv, MAZHAIFM FM Radio is a free 24×7 internet radio station broadcasting from Madathuppatti(INDIA).MAZHAI FM makes you non-stop entertainer with Heart stealing Tamil 80s hits Songs.Lusten to Mazhai FM Tamil radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mazhai-fm.jpg,,
Jipmer Radio,blob:https://liveradios.in/663cf9b4-0812-47da-a37a-43e9d7d15ef2,"JIPMER is one among the very few institutions in the country which is providing teaching from undergraduate to superspeciality & sub-specialties, conducting path breaking research and providing specialty care of high order. The model of providing free specialty health care while maintaining quality and safety makes JIPMER a unique model in the country. JIPMER’s success in providing best treatment even to the least affordable in the society makes it a model of speciality care delivery of the future. JIPMER continues to rank among the top best five medical schools in the country. JIPMER is witnessing expansion in the form of new campuses like JIPMER Karaikkal, JIPMER outreach centre at Yanam apart from the soon to be commissioned screening OPD block and superspeciality extention block. Conceptual plans for Puducherry second campus for Institute of organ transplantation and Institute of advanced trauma and rehabilitation were initiated during this period.Jipmer Radio Tamil medical radio station online.Jipmer Radio is the1st health related radio sttion in Tamil.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/220px-JIPMER_Logo.jpg,,
Geethavaani FM,https://radioindia.net/radio/geet/icecast.audio,"GEETHAVAANI RADIO Endrum inimai!Geethavani Tamil Radio Live SEMO Radio Station in Toronto . Listen over 70s,80s & 90s tamil tracks . Geethavaani provides 24 hour Tamil radio. It was Founded in 1991 in Toronto, Canada, by the Honerable Mr. Nada. R. Rajkumar. Over the years Geethavani Radio has been recognised with several awards.Listen to Geethavaani FM Tamil radio sttaion online playing tamil old songs.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/geethavaanifm.jpg,,
Tamil Amuthu Sivakasi Radio,https://stream.zeno.fm/nxggffwgtp8uv,"Tamil Amuthu SIVAKASI Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu SIVAKASI radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu SIVAKASI Radio station online.
இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….இது உங்கள் தமிழ் அமுது சிவகாசி வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது சிவகாசி வானொலி….",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/sivakasi.jpg,,
Tamil Amuthu Trichy Radio,https://stream.zeno.fm/feyrkb9htp8uv,"Tamil Amuthu Trichy Radio covers various kinds of hits and all set to engage you with this exciting and engaging radio station that is available to enjoy for everyone around the world and the radio is also online 24/7. So, if you like Tamil Amuthu TRICHY radio hit the play button and enjoy the music of your choice with the radio.Listen to Tamil Amuthu TRICHY Radio station online.
இணையத்தில் முதலிடம்…. உங்கள் இதயத்திலும் முதலிடம்….இது உங்கள் தமிழ் அமுது திருச்சி வானொலி… இசையால் உலக தமிழர்களை ஈர்த்து கொண்டிருப்பது உங்கள் தமிழ் அமுது திருச்சி வானொலி….",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/trichy.jpg,,
G Tamil FM,https://cors.bitwize.com.lb/http://s9.voscast.com:9736/stream,"G Tamil FM also known as German Taml FM is a online Tamil radio sttaion brodcasting from Germany.Listen to German Tamil FM playing super hit tamil songs.
ஜெர்மன் தமிழ் வானொலி தாயகக் கலையகத்தில் இருந்து நேரலை ஜெர்மன் தமிழ் வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/gtrtamil-1.jpg,,
MalaiOli Radio,https://www.liveradio.es/http://66.70.245.224:8016/stream,"Tune into Sri Lanka’s Favorite Tamil Online Radio Station. MalaiOli Radio has presence across Malayagam. Get Latest New Songs and Old Melodies from Different Languages.Listen to Malai Oli Vaanoli Radio Tamil radio station online Live from Sri Lanka.,ஹட்டன் நகரில் இருந்து மலையக மக்களின் குரலாய் மலைஒலி இணைய வானொலி தனது பயணத்தை ஆரம்பித்துள்ளது.இலங்கையின் மலைநாட்டில் அமைந்துள்ள #ஹட்டன் நகரில் இருந்து மலையக மக்களின் குரலாய் #மலைஒலி இணைய வானொலி தனது பயணத்தை ஆரம்பித்துள்ளது. மலைகளால் சூழப்பட்ட அழகிய இயற்கை வனப்புள்ள மலையக மண்ணில் வசிக்கும் மக்களின் குரல்கள் மலைகளை தாண்டி ஒலிக்க வேண்டும் என்ற நோக்கத்தில் மலைஒலி என்று உங்கள் வானொலிக்கு பெயர் சூட்டப்பட்டுள்ளது.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Malaioli-radio-1.jpg,,
Aavai FM,https://usa9.fastcast4u.com/proxy/aavaifm?mp=/1,"Aavai FM is online radio station brodcasting online from Coimbatore.Aavai FM radio plays super hit Tamil songs and Tamil music along with other programmes.Listen to Aavai FM Tamil radio station online.
ஆவை வானொலி கோவையிலிருந்து நமது தமிழ் பண்பாடு,இலக்கியம், கலைகள்,வேளாண்மை,சுற்றுச் சூழல்,ஆன்மீகம் பற்றிய நிகழ்ச்சிகளையும் தொடர்ந்து ஒலிபரப்பாகும் தமிழ் வானொலி.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/aavaifm.jpg,,
The Leader FM,https://stream.zeno.fm/whwy245c2wzuv,"The Leader FM always support and encouraged to youngsters, Women’s, and students to show their talents. Especially, It has started for village students and talented artists. Leader FM shows brings 24/7 for Tamil Nadu traditional, culture, History, Agriculture and Lifestyle and so. Our shows more useful and make entertained to you. Our anchors are well talented artists from different cities in the Tamil Nadu.Listen to The Leader FM Tamil radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/the-leader-fm.jpg,,
Isai FM,https://stream.zeno.fm/7b78sdv2x1zuv,"Isaifm tamil is a Tamil online digital radio station playing non stop Tamil super hit songs with out any commercials and Breaks.Listen to Kollywood songs non stop live only on Isai FM.
Isai FM online உலகத்தின் உச்ச இசை",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/isai-fm.jpg,,
Vaanam FM HD,https://vaanam.radioca.st/,,"Vaanam FM HD is Tamil super hit radio station broadcasting from Germany Europe.Vaanam FM HD unites Tamil people from around the world with music.Vaanam FM HDplays Tamil super hit songs and Tamil movies 24/7 live.
உலகத்தமிழர்களை இசையால் இணைக்கும் ஓர் இணையத்தள வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vaanamfmhd.jpg,
Arumbu FM,https://stream.zenolive.com/22db1xmde2zuv,"Arumbu FM is a Tamil internet radio station from Aruppukkottai,Tamil Nadu, India.Arumbu FM plays non stop Tamil super hit songs.Listen to Arumbu FM Tamil internet radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/arumbufm.jpg,,
Kalasam FM,https://radioindia.net/radio/kalasam/icecast.audio,Kalasam fm is the Tamil Radio that feels ‘enjoy’ to Listen always.. Kalasam FM Tamil radio station plays superhit Tamil song. Kalasam Fm also broadcast Tamil Talk programmes.Listen to Kalsam Fm tamil radio staion online playing super hit Tamil Film Music.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/kalasamfm.jpg,,
Thuthi FM,https://streams.radio.co/s790fe269d/listen,Thuthi FM is a Tamil Christian Radio broadcasting live from Norway to the ends of the earth. Thuthi FM plays a variety of Tamil Christian Gospel songs just for youths and adults.Listen to Thuthi FM live streaming online ,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/thuthifm.jpg,,
ASR Digital Radio,https://stream.zeno.fm/aqf1rvdnc18uv,"ASR DIGITAL MULTIMEDIA is an online Radio Station from Nagercoil.ASR Digital Radio plays Tamil non stop super hit songs.Listen to the best of Tamil songs only on ASR Radio
Email: asrdigitalmultimedia@gmail.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/asrd.jpg,,
Yaazhisai FM,https://stream.zeno.fm/nxb2dpmmhm8uv,"Yaazhisai FM is a Tamil music based FM Radio Station.With Yaazhisai FM you can feel good when hering our fm radio station this channel will telecast tamil movies, religious and gods songs… we will telecast innovative Tamil programs and Tamil songs.Listen to Yaazhisai radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/yaazhisai.jpg,,
CTBC Radio,https://radio.massstream.net:7003/,Muthamil.mp3," CTBC Radio Canadian Tamil Broadcasting Corporation is Worlds first 24 hours Tamil Radio station operating from Toronto, Canada.CTBC Radio plays programmes for Tamil persons in canada.Listen to Canadian Tamil Broadcasting Corporation radio station online.
உலகின் முதல் 24 மணிநேர தனித் தமிழ் வானொலி",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/ctbc.jpg,
Pasanga FM,https://www.liveradio.es/http://s7.voscast.com:10864,,"Pasanga FM is Sri Lanka based Tamil Internet Radio Station. We are walking on the path of the Bharatiyar Our aim is to raise Tamil We have a lot of in your heart searching for the dawn of Tamil. We speak the Tamil language for Tamil language and for the noble purpose of bringing up the voice of Tamils. We want our voice to eradicate the whole world. Pasanga FM aim is to make Tamil on the basis of that purpose.Listen to Pasanga FM Tamil radio online.
https://www.pasangafm.com/",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/pasanga-fm.jpg,
Asathal Amudham,https://server.unicast2u.com/radio/8220/stream,Asathal Amudham is a Tamil online radio station playing the best of Tamil movie Hit songs.It plays the Asathal Tamil movie hits from Kollywood.Listen to Asathal Amudham Tamil radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Amudham-Radios-Logo-512x512-1.png,,
ILC Tamil Radio,https://vofile.ru/uk/ilc-tamil-radio/icecast.audio,ILC Tamil Radio is An international Tamil Radio that represents the political aspirations and the rights of the Tamil people and creates the platform for exploring talents and for the betterment of the society. It also provides entertainment by playing Tamil songs while broadcasting within the British Broadcasting Authority Regulations.ILC Tamil Radio is being broadcasted from London UK.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/ilc-tamil.jpg,,
Star FM,https://s1.voscast.com:8735/stream," Star FM Lanka is a Tamilonline radio station brodacasting from Sri Lanka.Listen to the best of your Favourite Tamil Music and the best of Tamil Music only on Star FM Lanka.,+94 777161670
starfmlk@gmail.com",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/starfm.jpg,,
Vannam Radio,https://eu9.fastcast4u.com/proxy/rishiriswan?mp=/1,"Vannam Radio is a tamil radio station broadcasting Live from Sri Lanka.Vannam Radio plays super hit Tamil songs.
Vannam Radio is one of the best internet Tamil radio stations in Sri Lanka.Listen to Vannam Radio Tamil radio station onliine.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vannamradio.jpg,,
Naga FM,https://rdopanel.cobrasoftwares.org:1065/stream,"Naga FM Tamil radio station live online.Tune to Naga FM To listen to popular tamil songs and programs by various RJS.Naga FM tamil live streaming online ”Naga FM is an online radio station since 2006. Naga FM is directed to the Tamil (Indian) community, based in Singapore. Naga FM is an online radio station based in Singapore.This station provides Tamil music and devotional songs.Devotional Songs ,Love Songs,Sad Songs,Courage Songs",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/nagafm.jpg,,
Vegha FM,https://ipradios.in/8010/stream,Vegha.live brought to you by Vivegham (M) Networks.It play sthe the best of Tamil songs non stop live.Listen to Vegha FM Tamil radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vegha.jpg,,
Bethel FM Radio,https://ssl.aloncast.com:1578/stream?type=http&amp,nocache=5,"Bethel FM Radio Our mission is dedicated to preach the gospel with power and gifts. It is our responsibility to preach the word of god throughout this world. Every soul is precious before the sight of the lord. So we take this as our significant role and proclaim the word of god. Our next mission is to add more souls and prepare the church for the second coming of the lord. The truth and the doctrines are preached for the members of the church.,The last days’ doctrines were also preached for them and make them prepared for the lord’ coming. The next is we do intercessory prayers for the suffering people and nations. Prayer is the greatest communication with the lord and many people is in need of those fervent prayers. With the grace of the lord we stand in the breach for those souls who are in trouble and bondage.Bethel FM Radio Tamil christian radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/bethelfmradio.jpg,
Akaram Radio,https://ourfile.info/akaram.mp3,Akaram Radio Norway is a Tamil online radio station broadcasting from Norway.Akaram Radio plays popular tamil songs and classical Tami songs.Listen to Akaram Radio Norway ,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/akaramradio.jpg,,
Mukil FM Radio,https://stream.zeno.fm/phv06yfkwzzuv,MUKIL FM Radio is a free 24×7 internet radio station broadcasting from Madathuppatti(INDIA).MUKIL FM makes you a non-stop entertainer with Heart stealing Tamil old Songs.Listen to Mukil FM Radio station online.,https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/mukil-fm-radio.jpg,,
Radio JN,https://servidor14.brlogic.com:7324/live,"Radio JN is a Tamil online radio station paying from Tamil nadu, Tiruchirappalli.Listen to the best of Tamil songs from the best Tamil online radio from Tiruchirappalli.Listen to Radio JN Tamil radio station online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/radiojn.jpg,,
Thean Tamil Osai,https://eu2.fastcast4u.com/proxy/theentamil?mp=/1,"Thean Tamil Osai Tamil radio station online.It is a Totally Full Fun And Entertainment Shows Broadcasting From Norway, Srilanka and plays the best of melodious Tamil songs live 24/7.Listen to Thean Tamil Osai radio sttaion online.
தேன் தமிழ் ஓசை – Jaffna”தமிழ் பேசும் உள்ளங்களின் ஓசை”",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/Thean-Tamil-Osai.jpg,,
Vaa Tamizha,https://s2.free-shoutcast.com/stream/18054/,"Vaa Tamizha is a tamil online streaming radio station broadcasting through internet around city and overseaes. Listen to non stop tamil commercial music and news feed in tamil.Vaatamizha presents the valuable info about our culture and spread our tradtion from this music station. Peolpe can stream at any place can hear with greastest hits songs, melodies and classical songs from 70’s and upto trend musics.Listen to Vaa Tamizha FM radio online.",https://raw.githubusercontent.com/iarinapps/RadiosImages/refs/heads/main/vaa-tamizha.jpg,,
